6
12
5

198,11,18,15,13,9
8,2,1,0,0,7
12,0,1,5,2,4
16,3,5,3,7,10
19,0,2,8,3,19
31,4,4,6,7,35

211,18,11,9,10,12
8,1,1,4,1,10
8,3,2,3,2,10
9,0,1,1,0,11
9,0,0,3,4,9
24,3,5,2,9,66

196,13,16,6,7,9
6,2,5,3,0,7
14,3,1,4,2,5
10,1,1,2,2,10
7,1,0,0,1,14
14,2,5,9,11,91

181,8,11,9,7,9
3,1,2,0,2,18
7,3,2,1,1,14
9,1,0,1,2,8
9,1,2,0,3,8
16,11,12,8,12,106

206,4,13,9,15,9
5,1,2,0,2,4
7,0,0,2,3,6
4,0,3,3,1,8
7,2,1,3,3,17
23,6,2,6,13,98

235,10,14,14,9,5
5,0,0,0,1,6
12,1,1,1,2,7
11,1,3,1,2,6
9,1,1,2,8,14
27,2,4,6,8,59

255,19,10,12,12,7
6,2,2,2,4,11
10,0,5,1,3,6
4,2,3,1,3,3
11,1,3,0,3,13
17,1,1,1,10,44

216,15,15,7,12,15
7,1,3,1,3,8
13,1,0,3,3,6
6,0,1,1,2,7
17,4,1,2,2,14
24,4,8,0,13,53

120,20,11,13,11,22
9,6,3,3,1,16
10,2,5,1,1,15
11,1,3,1,3,10
7,5,3,3,1,13
29,6,7,9,22,85


166,9,7,15,7,13
2,0,1,2,2,9
10,0,3,2,0,9
5,1,4,2,5,11
10,4,3,1,2,11
37,5,6,7,13,104

210,12,21,8,10,7
3,0,2,3,1,10
6,1,0,0,5,10
11,0,0,0,1,7
9,6,1,2,5,11
21,3,3,6,13,80

140,3,11,24,27,18
5,0,0,1,2,9
9,1,2,0,2,8
6,1,3,1,4,15
14,2,1,4,1,17
36,7,3,8,10,85

196,10,10,20,16,5
6,1,1,0,1,4
16,1,0,2,1,3
15,1,1,2,5,18
15,1,5,3,5,14
38,0,5,6,6,47

222,8,12,14,4,10
7,1,3,3,1,5
10,0,3,1,1,6
6,3,3,2,3,12
4,2,0,2,5,12
17,3,1,5,8,89

174,13,7,9,11,7
4,0,4,1,0,9
4,1,1,3,3,8
3,0,0,1,1,15
6,1,0,3,2,14
14,4,8,7,11,139

161,14,9,5,13,6
4,1,4,3,3,12
7,2,1,3,0,6
9,1,0,1,1,8
5,3,3,0,4,16
25,5,3,8,12,130

199,8,6,15,12,10
3,0,2,1,1,3
7,0,1,1,3,10
6,0,3,5,5,6
12,2,1,1,4,15
32,2,7,7,10,88

232,12,19,18,18,8
5,1,0,3,3,4
9,0,2,2,1,11
17,2,5,5,2,7
16,1,0,3,6,6
22,1,1,6,5,35

133,16,22,11,6,13
6,1,1,4,2,14
9,3,2,5,2,19
13,1,1,1,2,17
13,2,3,2,2,10
22,3,7,6,14,100

67,19,9,11,10,20
6,3,6,3,1,23
5,3,2,0,4,17
3,2,1,0,2,11
11,2,1,0,6,15
42,13,14,10,15,131

88,16,9,13,6,19
4,1,4,1,0,27
8,1,1,1,1,13
8,3,1,0,6,13
14,5,3,1,2,12
28,9,5,10,22,133


112,6,7,13,13,8
4,1,2,4,1,10
4,1,0,3,2,14
11,2,1,2,2,19
8,2,3,1,0,20
32,9,11,13,14,125

137,12,12,10,4,5
4,2,0,1,1,14
3,2,2,3,0,11
10,2,2,3,0,18
4,1,0,2,0,10
17,7,8,16,12,145

107,8,19,16,24,9
3,0,2,1,0,13
11,0,0,1,1,8
9,1,1,1,4,15
9,1,2,4,2,18
38,6,7,8,14,125

93,6,20,30,20,14
1,0,0,1,1,5
8,0,1,3,3,16
13,1,1,1,6,13
19,0,2,4,8,25
55,2,7,6,16,87

232,8,15,8,7,5
7,1,4,1,0,6
19,0,5,4,1,10
21,5,1,5,2,11
7,2,1,6,1,6
21,5,4,8,6,43

311,7,8,12,5,4
6,3,0,3,0,4
4,0,1,0,0,10
7,1,3,0,1,8
4,0,0,0,0,10
8,3,1,3,10,51

266,5,6,6,5,3
5,4,2,0,3,8
4,2,1,1,0,5
6,0,0,1,0,3
3,2,0,0,2,11
10,8,3,3,8,102

310,10,17,13,17,8
6,0,0,2,0,4
4,2,0,1,1,9
7,0,3,2,1,2
6,0,2,0,1,3
15,1,3,3,1,34

186,14,21,17,11,4
8,2,2,4,2,6
28,5,3,0,0,5
13,1,3,2,2,14
14,2,2,2,6,15
26,4,3,6,12,43

143,8,9,8,8,15
4,1,1,1,1,14
5,0,2,1,0,13
3,0,1,1,2,15
3,1,2,2,1,9
17,7,4,8,8,170

61,9,13,14,17,13
1,0,0,1,4,20
3,0,4,1,1,25
5,1,2,1,3,17
10,2,2,3,3,18
38,13,14,8,9,152

82,9,14,11,17,15
2,1,2,1,2,21
5,3,0,4,2,18
3,0,0,1,0,13
10,2,1,0,1,21
41,15,15,5,12,138


